id,name,location,description,slug,sponsored,website,global_rank,financials,student_loan_available,campus_student_life,number_of_students,student_to_faculty_ratio,international_student_ratio,housing_availability,admissions_contact,admissions_phone,contact_person,admissions_page_link,immigration_support,university_campuses
157,University of South Carolina,152,"Public research university in Columbia, SC, known for international business, engineering, and law.",university-of-south-carolina,0,https://www.sc.edu,,Non-resident tuition ~$34K; merit scholarships and international aid opportunities available.,1,"Large Southern campus with over 500 orgs, SEC sports, and historic traditions.",35000,18:1,4,1,admit-intl@sc.edu,803-777-7700,,https://sc.edu/about/offices_and_divisions/admissions/apply/international/,"International Student Services offers immigration advising, orientation, and cultural programs.",
156,Rensselaer Polytechnic Institute,213,"Private research university in Troy, NY, known for engineering, architecture, and innovation.",rensselaer-polytechnic-institute,0,https://www.rpi.edu,,Tuition ~$61K; international students eligible for merit-based aid and assistantships.,1,"STEM-focused campus with 200+ orgs, tech incubators, and close-knit student community.",7600,13:1,18,1,admissions@rpi.edu,518-276-6216,,https://admissions.rpi.edu/undergraduate/international,"International Services for Students and Scholars provides visa help, advising, and programming.",
155,Illinois Institute of Technology,134,"Private STEM-focused university in Chicago, known for engineering, architecture, and technology.",illinois-institute-of-technology,0,https://www.iit.edu,,Tuition ~$50K; international students eligible for merit-based scholarships and fellowships.,1,"Urban campus with 150+ student orgs, innovation spaces, and access to Chicago tech ecosystem.",6600,12:1,40,1,admissions@iit.edu,312-567-3025,,https://www.iit.edu/admissions-aid/international-applicants,"International Center provides immigration advising, SEVIS support, and intercultural programming.",
154,University of Texas Dallas,207,"Public research university in Richardson, TX, known for STEM, business, and computer science.",university-of-texas-dallas,0,https://www.utdallas.edu,,Non-resident tuition ~$39K; international scholarships and assistantships available.,1,"STEM-focused suburban campus with 300+ orgs, fast-growing infrastructure, and research labs.",31000,24:1,17,1,admissions@utdallas.edu,972-883-2270,,https://www.utdallas.edu/enroll/international/,"International Center provides visa advising, orientation, and immigration compliance resources.",
153,University of Iowa,130,"Public research university in Iowa City, known for writing programs, health sciences, and business.",university-of-iowa,0,https://www.uiowa.edu,,Non-resident tuition ~$32K; merit scholarships and assistantships available to international students.,1,"Traditional Midwestern campus with over 500 student orgs, Big Ten athletics, and arts scene.",30000,15:1,6,1,admissions@uiowa.edu,319-335-3847,,https://admissions.uiowa.edu/apply/international-students,"International Student and Scholar Services (ISSS) offers visa help, advising, and orientation.",
152,The University of Georgia,168,"Public flagship university in Athens, Georgia, known for business, agriculture, and public affairs.",the-university-of-georgia,0,https://www.uga.edu,,Non-resident tuition ~$32K; offers international scholarships and assistantships.,1,"Classic college town with 800+ orgs, SEC sports, historic campus, and service opportunities.",40000,17:1,5,1,intladmis@uga.edu,706-542-2112,,https://admissions.uga.edu/international/,"Office of Global Engagement provides immigration advising, cultural programs, and compliance support.",
151,Florida International University,202,"Public research university in Miami, Florida, with strengths in business, hospitality, and global studies.",florida-international-university,0,https://www.fiu.edu,,Non-resident tuition ~$19K; merit scholarships available to international students.,1,"Urban campus with over 300 orgs, Hispanic-serving institution, and strong cultural vibrancy.",56000,22:1,8,1,admissions@fiu.edu,305-348-7000,,https://admissions.fiu.edu/international/,International Student and Scholar Services (ISSS) offers visa assistance and student advising.,
150,Florida State University,139,"Public research university in Tallahassee, Florida, known for arts, business, and social sciences.",florida-state-university,0,https://www.fsu.edu,,Non-resident tuition ~$21K; offers international scholarships and assistantships.,1,"Traditional Southern campus with 700+ student orgs, Greek life, and ACC athletics.",45000,17:1,6,1,admissions@fsu.edu,850-644-6200,,https://admissions.fsu.edu/international/,Center for Global Engagement supports students with immigration advising and programming.,
149,University of Connecticut,150,"Public flagship university in Storrs, Connecticut, strong in pharmacy, business, and engineering.",university-of-connecticut,0,https://www.uconn.edu,,Non-resident tuition ~$41K; limited aid and merit scholarships available for international students.,1,"Classic New England campus with 700+ clubs, D-I sports, and cultural programming.",27000,16:1,8,1,beahusky@uconn.edu,860-486-3137,,https://admissions.uconn.edu/international/,"International Student and Scholar Services offers visa advising, compliance help, and transition support.",
148,University of Utah,123,"Public research university in Salt Lake City, Utah, strong in medicine, business, and engineering.",university-of-utah,0,https://www.utah.edu,,Non-resident tuition ~$31K; scholarships and on-campus jobs available to international students.,1,"Urban campus near the mountains, 600+ orgs, Pac-12 sports, and recreation opportunities.",35000,17:1,6,1,international@utah.edu,801-581-8761,,https://admissions.utah.edu/international-students/,"International Student and Scholar Services provides immigration support, cultural events, and workshops.",
147,Missouri University of Science and Technology,174,"Public technological research university in Rolla, Missouri, known for STEM disciplines and innovation.",missouri-university-of-science-and-technology,0,https://www.mst.edu,,Non-resident tuition ~$32K; offers merit scholarships to international students.,1,"STEM-focused campus with 200+ orgs, project teams, and strong engineering traditions.",7200,18:1,5,1,apply@mst.edu,573-341-4165,,https://futurestudents.mst.edu/international/,"International Affairs offers visa advising, orientation, and intercultural programs.",
146,University of Delaware,188,"Public flagship university in Newark, Delaware, known for chemical engineering, business, and public policy.",university-of-delaware,0,https://www.udel.edu,,Non-resident tuition ~$37K; international scholarships and assistantships available.,1,"Traditional campus with 400+ orgs, strong study abroad program, and NCAA sports.",24000,12:1,7,1,intladm@udel.edu,302-831-8123,,https://www.udel.edu/apply/international-students/,"Office for International Students and Scholars offers visa help, events, and ongoing support.",
145,Colorado School of Mines,164,"Public research university in Golden, Colorado, specialized in engineering, geosciences, and applied sciences.",colorado-school-of-mines,0,https://www.mines.edu,,Non-resident tuition ~$40K; merit-based scholarships available for international students.,1,"STEM-focused campus with tight-knit community, 200+ orgs, and mountain access.",7000,15:1,9,1,admissions@mines.edu,303-273-3220,,https://www.mines.edu/admissions/international-students/,International Student and Scholar Services (ISSS) supports students with visa advising and onboarding.,
144,"University of California, Riverside",140,"Public research university in Inland Southern California known for STEM, business, and social mobility.",university-of-california-riverside,0,https://www.ucr.edu,,Non-resident tuition ~$45K; limited scholarships for international students.,1,"Diverse campus with 400+ orgs, cultural centers, and Division I athletics.",26000,22:1,8,1,internationalinfo@ucr.edu,951-827-3411,,https://admissions.ucr.edu/international,"International Students and Scholars Office provides visa services, workshops, and support programs.",
143,University of Hawaii at Manoa,176,"Public research university in Honolulu, known for oceanography, Asian studies, and tropical agriculture.",university-of-hawaii-at-manoa,0,https://manoa.hawaii.edu,,Non-resident tuition ~$34K; scholarships and assistantships available to international students.,1,"Island campus with cultural diversity, 200+ orgs, NCAA sports, and ocean proximity.",19000,13:1,11,1,uhmintl@hawaii.edu,808-956-7137,,https://manoa.hawaii.edu/admissions/international/,"International Student Services provides visa advising, orientation, and cultural integration support.",
142,"The University of Tennessee, Knoxville",178,"Public flagship university in Tennessee, known for supply chain management, engineering, and law.",the-university-of-tennessee-knoxville,0,https://www.utk.edu,,Non-resident tuition ~$32K; limited scholarships for international students.,1,"Urban campus with SEC sports, over 400 student orgs, and strong traditions.",33000,17:1,4,1,international@utk.edu,865-974-2184,,https://admissions.utk.edu/international-students/,Center for Global Engagement supports visa processing and international student success.,
141,Iowa State University,196,"Public land-grant university in Ames, Iowa, known for engineering, agriculture, and design.",iowa-state-university,0,https://www.iastate.edu,,Non-resident tuition ~$27K; international merit scholarships and assistantships available.,1,"Spacious campus with 800+ orgs, NCAA athletics, and strong community engagement.",30000,18:1,7,1,admissions@iastate.edu,515-294-5836,,https://www.admissions.iastate.edu/international,International Students and Scholars Office offers immigration advising and cultural services.,
140,Washington State University,156,"Public land-grant university in Pullman, WA, known for agriculture, engineering, and communications.",washington-state-university,0,https://www.wsu.edu,,Non-resident tuition ~$28K; offers International Academic Awards and scholarships.,1,"College-town campus with 350+ orgs, Pac-12 athletics, and strong research infrastructure.",29000,15:1,6,1,ip.intl@wsu.edu,509-335-8117,,https://admission.wsu.edu/international/,"International Programs office provides visa services, support, and cultural adjustment programs.",
139,University at Buffalo SUNY,208,"Flagship of the SUNY system in Buffalo, NY, strong in engineering, pharmacy, and business.",university-at-buffalo-suny,0,https://www.buffalo.edu,,Non-resident tuition ~$28K; merit scholarships available for international applicants.,1,"Urban-suburban hybrid campus with 300+ clubs, Division I sports, and diverse cultural life.",32000,14:1,15,1,intadmit@buffalo.edu,716-645-6900,,https://www.buffalo.edu/internationaladmissions.html,"International Student Services provides immigration support, orientation, and advising.",
138,"Stony Brook University, State University of New York",144,"Public research university in Long Island, NY, known for STEM, medicine, and marine sciences.",stony-brook-university-state-university-of-new-york,0,https://www.stonybrook.edu,,Non-resident tuition ~$30K; merit scholarships available for international students.,1,"Suburban campus with 350+ orgs, Division I athletics, and proximity to NYC.",26300,18:1,16,1,enroll@stonybrook.edu,631-632-6868,,https://www.stonybrook.edu/commcms/ug-admissions/applying/international/,"Visa and Immigration Services supports international students with advising, SEVIS, and orientation.",
137,University of Kansas,143,"Public research university in Lawrence, Kansas, known for pharmacy, engineering, and special education.",university-of-kansas,0,https://www.ku.edu,,Non-resident tuition ~$28K; scholarships and assistantships available to international students.,1,"Traditional college town campus with 600+ orgs, Big 12 athletics, and academic support.",27000,17:1,6,1,world@ku.edu,785-864-2616,,https://admissions.ku.edu/international-students,"International Support Services helps with visas, cultural programs, and immigration resources.",
136,Colorado State University,192,"Public land-grant university in Fort Collins, Colorado, known for veterinary medicine, agriculture, and sustainability.",colorado-state-university,0,https://www.colostate.edu,,Non-resident tuition ~$32K; international merit scholarships and financial counseling available.,1,"Scenic campus with over 500 student orgs, NCAA sports, and focus on sustainability.",33000,17:1,6,1,admissions@colostate.edu,970-491-6909,,https://admissions.colostate.edu/international/,"Office of International Programs provides immigration advising, support, and cultural activities.",
135,Yeshiva University,138,"Private Jewish university in New York City, known for law, business, and Jewish studies.",yeshiva-university,0,https://www.yu.edu,,Tuition ~$47K; merit scholarships and institutional aid available for international students.,1,"Urban campus with faith-based culture, student clubs, and access to NYC resources.",5400,7:1,8,1,yuadmit@yu.edu,646-592-4440,,https://www.yu.edu/admissions/international,"Office of International Students provides visa advising, compliance, and support services.",
134,Northeastern University,203,"Private research university in Boston known for co-op programs, business, and computer science.",northeastern-university,0,https://www.northeastern.edu,,Tuition ~$60K; merit scholarships and need-aware aid offered to international students.,1,"Urban campus with global campuses, 400+ student orgs, and emphasis on experiential learning.",28000,14:1,18,1,international@northeastern.edu,617-373-2200,,https://admissions.northeastern.edu/application-information/international-students/,"Office of Global Services supports F-1/J-1 students with visas, compliance, and global programs.",
133,"University of California, Santa Cruz",122,"Public research university in coastal California known for humanities, environmental sciences, and astrophysics.",university-of-california-santa-cruz,0,https://www.ucsc.edu,,In-state and out-of-state tuition (~$45K non-resident); limited aid for international students.,1,"Forest and ocean-side campus with 200+ orgs, residential colleges, and sustainability focus.",19000,19:1,10,1,internationaladmissions@ucsc.edu,831-459-4008,,https://admissions.ucsc.edu/international-students/,"International Student and Scholar Services provides visa advising, orientation, and employment help.",
132,Virginia Polytechnic Institute and State University,141,"Public land-grant university in Blacksburg, Virginia, known for engineering, architecture, and science.",virginia-polytechnic-institute-and-state-university,0,https://www.vt.edu,,In-state and out-of-state tuition (~$34K non-resident); merit scholarships for international students limited.,1,"Rural campus with over 800 student orgs, Corps of Cadets, and strong STEM focus.",38000,14:1,6,1,intnatl@vt.edu,540-231-6267,,https://vt.edu/admissions/undergraduate/international.html,"Cranwell International Center provides visa support, advising, and global engagement programs.",
131,George Washington University,182,"Private research university in Washington, D.C., known for political science, international affairs, and law.",george-washington-university,0,https://www.gwu.edu,,Tuition ~$65K; offers need-based and merit scholarships to international students.,1,"Urban campus integrated into downtown D.C., 450+ student orgs, and extensive internship opportunities.",26000,13:1,14,1,intadm@gwu.edu,202-994-6040,,https://undergraduate.admissions.gwu.edu/international-students,"International Services Office supports students with visa advising, cultural programs, and compliance.",
130,University of Illinois at Chicago (UIC),165,"Public research university in Chicago, known for health sciences, engineering, and urban research.",university-of-illinois-at-chicago-uic,0,https://www.uic.edu,,Non-resident tuition ~$34K; offers merit scholarships and financial guidance to international students.,1,"Urban campus with over 300 orgs, strong commuter population, and access to downtown Chicago.",33000,18:1,11,1,international@uic.edu,312-996-4350,,https://admissions.uic.edu/undergraduate/requirements-deadlines/international-requirements,"Office of International Services offers visa assistance, programs, and support for global students.",
129,Indiana University Bloomington,201,"Flagship public university in Indiana known for business, music, and informatics.",indiana-university-bloomington,0,https://www.indiana.edu,,In-state and out-of-state tuition (~$40K non-resident); scholarships available for international students.,1,"Traditional college town with over 750 student orgs, Big Ten athletics, and arts/music scene.",45000,16:1,8,1,iuadmit@indiana.edu,812-855-0661,,https://admissions.indiana.edu/apply/international/index.html,"Office of International Services provides visa advising, orientation, and global engagement.",
128,Tufts University,190,"Private research university near Boston, known for international relations, pre-med, and liberal arts.",tufts-university,0,https://www.tufts.edu,,Meets 100% of demonstrated need; tuition ~$68K; need-aware for international students but aid available.,1,"Suburban campus with 300+ orgs, DIII athletics, arts scene, and civic-minded student body.",11800,10:1,17,1,undergrad.admissions@tufts.edu,617-627-3170,,https://admissions.tufts.edu/apply/international-students/,"International Center provides advising, visa services, workshops, and community support.",
127,Rutgers University–New Brunswick,163,"Public flagship university in New Jersey, known for pharmacy, business, and engineering.",rutgers-universitynew-brunswick,0,https://www.rutgers.edu,,Affordable in-state; non-resident ~$33K; limited aid for international students; merit scholarships available.,1,"Large, multi-campus system with 500+ orgs, Big Ten sports, and access to NYC and Philly.",50600,16:1,12,1,questions@admissions.rutgers.edu,732-445-4636,,https://admissions.rutgers.edu/applying/international-applicants,Rutgers Global–ISSS provides international students with visa support and cultural adjustment programs.,
126,University of Miami,217,"Private research university in Coral Gables, Florida, known for marine science, health, and business.",university-of-miami,0,https://www.miami.edu,,Tuition ~$58K; offers merit-based scholarships and some need-based aid for international students.,1,"Tropical campus with 300+ student orgs, ACC athletics, and diverse, international student body.",19600,13:1,13,1,admissions@miami.edu,305-284-4323,,https://admissions.miami.edu/undergraduate/application/international-applicants/index.html,"International Student and Scholar Services provides visa advising, CPT/OPT help, and workshops.",
125,University of Colorado Boulder,157,"Public research university in Boulder, Colorado, known for environmental sciences, aerospace, and engineering.",university-of-colorado-boulder,0,https://www.colorado.edu,,Non-resident tuition ~$40K; international scholarships and assistantships available.,1,"Scenic mountain campus with over 500 orgs, Pac-12 athletics, and outdoor-focused student culture.",37000,18:1,8,1,intladm@colorado.edu,303-492-6301,,https://www.colorado.edu/admissions/international,"International Student and Scholar Services supports visas, employment, and orientation.",
124,University of Notre Dame,212,"Private Catholic university in Indiana, known for undergraduate teaching, business, and global studies.",university-of-notre-dame,0,https://www.nd.edu,,Meets 100% of demonstrated need; tuition ~$62K; need-based aid available for international students.,1,"Residential campus with strong traditions, community service, 500+ clubs, and Division I sports.",12900,9:1,11,1,intl@nd.edu,574-631-7505,,https://admissions.nd.edu/information-for/international-students/,"International Student and Scholar Affairs (ISSA) offers advising, cultural programs, and visa support.",
123,North Carolina State University,161,"Public land-grant university in Raleigh, North Carolina, known for engineering, agriculture, and textiles.",north-carolina-state-university,0,https://www.ncsu.edu,,Affordable tuition; ~$31K for non-residents; merit-based scholarships for international students.,1,"Large suburban campus with 600+ orgs, Division I sports, co-ops, and entrepreneurship programs.",37000,14:1,9,1,undergrad-admissions@ncsu.edu,919-515-2434,,https://admissions.ncsu.edu/apply/international/,"Office of International Services provides advising, visa processing, and transition support.",
122,"University of California, Irvine",215,"Public research university in Southern California known for computer science, health sciences, and social ecology.",university-of-california-irvine,0,https://www.uci.edu,,In-state affordable tuition; non-resident ~$45K; aid and scholarships for international students limited.,1,"Suburban campus with over 600 student orgs, Aldrich Park, Division I sports, and strong sustainability focus.",37000,18:1,20,1,international@uci.edu,949-824-6703,,https://admissions.uci.edu/apply/international-students.php,"UCI International Center provides visa advising, compliance, and global engagement programs.",
121,Georgetown University,162,"Private Jesuit university in Washington, D.C., renowned for international relations, law, and business.",georgetown-university,0,https://www.georgetown.edu,,Meets 100% of demonstrated need; tuition ~$64K; limited aid for international students but merit available.,1,"Urban campus with global engagement, 300+ student orgs, and NCAA sports in the Big East.",19800,11:1,13,1,guadmiss@georgetown.edu,202-687-3600,,https://uadmissions.georgetown.edu/applying/international/,"Office of Global Services provides visa guidance, international orientation, and academic support.",
120,University of Virginia,218,"Public flagship university in Charlottesville, Virginia, known for public policy, business, and law.",university-of-virginia,0,https://www.virginia.edu,,Affordable in-state tuition; meets 100% of demonstrated need; tuition ~$53K for non-residents.,1,"Historic campus with strong traditions, 800+ student orgs, ACC athletics, and Jeffersonian architecture.",26000,15:1,8,1,undergradadmission@virginia.edu,434-982-3200,,https://admission.virginia.edu/international,International Studies Office supports F-1/J-1 students with visa advising and programming.,
119,The University of Arizona,160,"Public research university in Tucson, AZ, known for astronomy, engineering, and business.",the-university-of-arizona,0,https://www.arizona.edu,,Affordable tuition; merit-based scholarships for international students; non-resident ~$37K.,1,"Vibrant desert campus with 600+ clubs, NCAA sports, and research opportunities.",52000,17:1,9,1,intl-admissions@arizona.edu,520-621-7524,,https://admissions.arizona.edu/international,"International Student Services provides advising, visa support, and cultural programs.",
118,University of Pittsburgh,127,"Public research university in Pittsburgh, known for health sciences, engineering, and philosophy.",university-of-pittsburgh,0,https://www.pitt.edu,,Tuition ~$36K for non-residents; merit scholarships available for international students.,1,"Urban campus in Oakland neighborhood with over 600 student orgs, NCAA sports, and medical centers.",28000,14:1,8,1,intladm@pitt.edu,412-624-7488,,https://admissions.pitt.edu/international/,"Office of International Services (OIS) supports student visas, employment, and programming.",
117,University of Massachusetts Amherst,158,"Flagship public university of Massachusetts, strong in research, engineering, and liberal arts.",university-of-massachusetts-amherst,0,https://www.umass.edu,,Competitive in-state/out-of-state tuition; merit scholarships for international students; non-resident ~$38K.,1,"Large suburban campus with over 300 student orgs, Five College Consortium, and NCAA athletics.",32000,17:1,10,1,admissions@umass.edu,413-545-0222,,https://www.umass.edu/admissions/apply/international-students,"International Programs Office offers visa advising, orientation, and support services.",
116,Case Western Reserve University,195,"Private research university in Cleveland, Ohio, known for STEM, business, and pre-med programs.",case-western-reserve-university,0,https://case.edu,,Tuition ~$65K; merit scholarships and need-based aid for international and domestic students.,1,"Urban campus with collaborative culture, 200+ orgs, and cultural institutions nearby.",12300,11:1,17,1,internationaladmission@case.edu,216-368-4450,,https://case.edu/admission/international-students,"International Student Services (ISS) provides visa support, workshops, and cultural adjustment help.",
115,Vanderbilt University,159,"Private research university in Nashville, Tennessee, known for education, engineering, and medical research.",vanderbilt-university,0,https://www.vanderbilt.edu,,Meets 100% of demonstrated need; no-loan policy for all undergrads; tuition ~$63K.,1,"Urban residential campus with 500+ student orgs, SEC sports, and strong arts and social life.",13900,7:1,11,1,admissions@vanderbilt.edu,615-322-2561,,https://admissions.vanderbilt.edu/international/,"International Student & Scholar Services provides immigration advising, programming, and resources.",
114,Dartmouth College,128,"Ivy League college in Hanover, New Hampshire, known for undergraduate teaching and liberal arts.",dartmouth-college,0,https://home.dartmouth.edu,,Meets 100% of demonstrated need; need-blind for international students; tuition ~$65K.,1,"Close-knit residential campus with outdoor activities, Greek life, and 350+ student groups.",6700,7:1,14,1,admissions@dartmouth.edu,603-646-2875,,https://admissions.dartmouth.edu/globally/international-applicants,"OVIS supports international students with visa processes, work authorization, and integration.",
113,University of Rochester,200,"Private research university in Rochester, NY, noted for science, music, and strong student-faculty interaction.",university-of-rochester,0,https://www.rochester.edu,,Meets 100% of demonstrated need; merit scholarships available; tuition ~$63K; aid for international students.,1,"Mid-sized campus with 250+ orgs, strong research engagement, and performance arts scene.",12200,10:1,27,1,international@admissions.rochester.edu,585-275-3221,,https://admissions.rochester.edu/international/,"International Services Office provides visa support, orientation, and international student programs.",
112,"University of Maryland, College Park",206,"Public flagship university of Maryland, known for computer science, business, and engineering.",university-of-maryland-college-park,0,https://www.umd.edu,,In-state and out-of-state tuition (~$39K for non-residents); limited aid for international students.,1,"Suburban campus with Big Ten sports, over 800 orgs, arts and civic engagement opportunities.",41872,18:1,11,1,admissions@umd.edu,301-314-8385,,https://www.admissions.umd.edu/apply/international-students,"International Student & Scholar Services (ISSS) provides visa advising, programs, and support.",
111,University of Florida,214,"Top-ranked public university in Gainesville, Florida, with strengths in engineering, business, and health sciences.",university-of-florida,0,https://www.ufl.edu,,Affordable in-state tuition; non-resident ~$28K; merit and need-based aid available; ranked highly for value.,1,"Large campus with 1,000+ orgs, SEC sports, strong alumni network, and diverse student activities.",60500,17:1,7,1,visitus@admissions.ufl.edu,352-392-1365,,https://admissions.ufl.edu/international/,"UF International Center supports students with visa services, CPT/OPT, and orientation.",
110,The Ohio State University,135,"Large public research university in Columbus, Ohio, known for engineering, business, and athletics.",the-ohio-state-university,0,https://www.osu.edu,,Tuition ~$35K (non-resident); scholarships and financial aid available for international students.,1,"Extensive campus life with 1,400+ orgs, Big Ten athletics, and urban-suburban integration.",61000,19:1,9,1,int.undergrad@osu.edu,614-292-3980,,https://undergrad.osu.edu/apply/international-freshmen,"Office of International Affairs provides visa services, orientation, and academic support.",
109,University of Minnesota Twin Cities,132,"Flagship public university of Minnesota, with strengths in engineering, medicine, and liberal arts.",university-of-minnesota-twin-cities,0,https://twin-cities.umn.edu,,Competitive tuition rates; scholarships available for international students; cost ~$35K (non-resident).,1,"Urban campus with 900+ orgs, Division I sports, Greek life, and strong local engagement.",52017,17:1,12,1,international@umn.edu,612-625-2008,,https://admissions.tc.umn.edu/international,"International Student and Scholar Services (ISSS) provides visa services, programs, and counseling.",
108,Arizona State University,216,"Large public research university in Arizona known for innovation, online learning, and business programs.",arizona-state-university,0,https://www.asu.edu,,Affordable tuition with extensive merit scholarships; tuition ~$30K (non-resident); aid available.,1,"Multiple campuses with 1,000+ student orgs, D-I athletics, Greek life, and tech-forward environment.",80000,18:1,10,1,asuimmigration@asu.edu,480-965-7788,,https://admission.asu.edu/international,"International Students and Scholars Center provides visa advising, CPT/OPT workshops, and integration.",
107,Emory University,131,"Private research university in Atlanta, Georgia, known for liberal arts, business, and healthcare programs.",emory-university,0,https://www.emory.edu,,Meets 100% of demonstrated need for all students including international; generous aid for low-income families.,1,"Suburban campus with Division III sports, strong service culture, and 400+ student orgs.",15045,9:1,19,1,emoryadmission@emory.edu,404-727-6036,,https://apply.emory.edu/apply/international.php,International Student and Scholar Services (ISSS) supports visa processes and cross-cultural programs.,
106,"University of California, Santa Barbara (UCSB)",205,"Public research university in California, known for environmental sciences, engineering, and humanities.",university-of-california-santa-barbara-ucsb,0,https://www.ucsb.edu,,Affordable in-state tuition; financial aid available for residents and limited aid for international students.,1,"Scenic coastal campus with active student body, over 500 organizations, and bike-friendly paths.",26420,17:1,14,1,intl.admissions@sa.ucsb.edu,805-893-2881,,https://admissions.sa.ucsb.edu/apply/international,"Office of International Students & Scholars offers advising, visa support, and cultural programming.",
105,Washington University in St. Louis,154,"Private research university in Missouri known for pre-med, business, and architecture.",washington-university-in-st-louis,0,https://wustl.edu,,Meets 100% of demonstrated need; offers no-loan packages for families earning under $75K.,1,"Suburban campus with residential college system, 450+ clubs, and Division III sports.",16740,7:1,22,1,admissions@wustl.edu,314-935-6000,,https://admissions.wustl.edu/apply/international-students/,"Office for International Students and Scholars provides visa advising, orientation, and cultural events.",
104,"University of North Carolina, Chapel Hill",194,"Flagship public university in North Carolina, renowned for liberal arts, medicine, and public health.",university-of-north-carolina-chapel-hill,0,https://www.unc.edu,,Offers full-need aid to in-state students through the Carolina Covenant; aid available for others.,1,"Historic campus with NCAA sports, Greek life, arts, and over 800 student organizations.",31000,14:1,8,1,unchelp@admissions.unc.edu,919-966-3621,,https://admissions.unc.edu/international/,"International Student and Scholar Services (ISSS) offers visa guidance, programs, and workshops.",
103,Texas A&M University,199,"Public land-grant research university in College Station, Texas, with strengths in engineering, agriculture, and business.",texas-am-university,0,https://www.tamu.edu,,Affordable tuition for residents; financial aid and scholarships available to all students.,1,"Strong school spirit, Corps of Cadets, NCAA Division I sports, and over 1,000 organizations.",74529,19:1,8,1,admissions@tamu.edu,979-845-1060,,https://admissions.tamu.edu/international/freshman,"International Student Services provides visa processing, orientation, and workshops.",
102,Michigan State University,129,"Large public research university in East Lansing, Michigan, known for education, business, and agriculture.",michigan-state-university,0,https://msu.edu,,Offers competitive in-state/out-of-state tuition; financial aid and scholarships available.,1,"Big Ten school with 900+ student orgs, athletics, Greek life, and a spacious campus.",50401,16:1,10,1,admis@msu.edu,517-355-8332,,https://admissions.msu.edu/apply/international,Office for International Students and Scholars provides visa services and cultural support.,
101,Rice University,172,"Private university in Houston, Texas, known for strong STEM programs, small size, and personalized education.",rice-university,0,https://www.rice.edu,,Meets 100% of demonstrated need; Rice Investment covers full tuition for families under $75K income.,1,"Residential college system, small community, D-I athletics, strong culture of research and collaboration.",8372,6:1,14,1,admission@rice.edu,713-348-7423,,https://admission.rice.edu/apply/international-students,Office of International Students and Scholars provides immigration advising and cultural programs.,
100,"University of California, Davis",198,"Public research university in Davis, California, known for agriculture, veterinary medicine, and sustainability.",university-of-california-davis,0,https://www.ucdavis.edu,,Affordable in-state tuition; aid for international students limited; scholarships and campus jobs available.,1,"Bicycle-friendly campus with over 800 student orgs, green spaces, and UC Davis Arboretum.",40400,20:1,14,1,undergradadmissions@ucdavis.edu,530-752-2971,,https://www.ucdavis.edu/admissions/international,"Services for International Students and Scholars (SISS) supports visas, CPT/OPT, and integration.",
99,University of Southern California,173,"Private research university in Los Angeles, known for film, business, engineering, and global reach.",university-of-southern-california,0,https://www.usc.edu,,"Tuition ~$67,000; meets full demonstrated need; financial aid available to international students.",1,"Urban campus with over 1,000 student orgs, NCAA Division I sports, arts, and cultural diversity.",49500,9:1,23,1,intladm@usc.edu,213-740-1111,,https://admission.usc.edu/international-students/,"USC Office of International Services offers visa advising, workshops, and student resources.",
98,University of Wisconsin-Madison,126,"Flagship public research university in Wisconsin, strong in engineering, business, and agriculture.",university-of-wisconsin-madison,0,https://www.wisc.edu,,"In-state/out-of-state tuition; scholarships available; non-resident tuition ~$40,000.",1,"Big Ten sports, over 1,000 student orgs, lakeside campus, and active social scene.",49100,18:1,13,1,intladmissions@admissions.wisc.edu,608-262-3961,,https://admissions.wisc.edu/international/,"International Student Services offers advising, visa support, and intercultural resources.",
97,Georgia Institute of Technology,155,"Public technological university in Atlanta, Georgia, famous for engineering, computing, and innovation.",georgia-institute-of-technology,0,https://www.gatech.edu,,"Competitive in-state and out-of-state tuition; merit-based aid; tuition ~$33,000 (non-resident).",1,"STEM-heavy campus with research hubs, over 400 student orgs, NCAA sports, and innovation focus.",45596,19:1,18,1,intadmission@gatech.edu,404-894-4154,,https://admission.gatech.edu/international,"Office of International Education provides visa services, workshops, and cultural programs.",
96,Boston University,197,"Private research university in Boston, Massachusetts, known for communications, business, and global focus.",boston-university,0,https://www.bu.edu,,"Tuition ~$65,000; offers need-based and merit aid; meets full need for some qualifying students.",1,"Urban campus with over 450 student orgs, Division I sports, global engagement, and diverse student body.",33972,11:1,24,1,intadmis@bu.edu,617-353-2300,,https://www.bu.edu/admissions/apply/international/,"International Students & Scholars Office offers visa advising, OPT/CPT guidance, and orientation.",
95,Purdue University,170,"Public land-grant university in West Lafayette, Indiana, renowned for engineering and STEM fields.",purdue-university,0,https://www.purdue.edu,,Affordable tuition; no tuition increase for over 10 years; scholarships available for all students.,1,"STEM-focused culture with 1,000+ orgs, Big Ten sports, Greek life, and residential communities.",50979,13:1,16,1,international@purdue.edu,765-494-0380,,https://admissions.purdue.edu/apply/internationalfreshmen.php,"International Students and Scholars office assists with visa, immigration, and student life.",
94,Pennsylvania State University,186,"Large public research university with flagship campus at University Park, PA.",pennsylvania-state-university,0,https://www.psu.edu,,"In-state and out-of-state tuition; scholarships and aid available; tuition ~$38,000 (non-resident).",1,"Over 1,000 student orgs, Big Ten sports, large campus network, and Greek life.",88914,15:1,11,1,admissions@psu.edu,814-865-5471,,https://admissions.psu.edu/apply/international/,Global Programs office supports international students with visa and cultural services.,
